ID_POLIGONO,fecha_captura,sensor,ndvi_promedio,ndvi_std,ndvi_max,ndvi_min,evi_promedio,evi_std,evi_max,evi_min,lai_promedio,lai_std,lai_max,lai_min,msavi_promedio,msavi_std,msavi_max,msavi_min,porcentaje_nubosidad
AGC_184,28/03/2025,Planet,0.298,0.026,0.462,0.2,0.168,0.018,0.302,0.11,1.061,0.122,1.82,0.578,0.164,0.017,0.295,0.106,0
AGC_184,21/03/2025,Planet,0.228,0.024,0.404,0.152,0.118,0.015,0.244,0.078,0.846,0.116,1.522,0.422,0.113,0.014,0.235,0.074,0
AGC_184,20/03/2025,Planet,0.219,0.019,0.347,0.159,0.142,0.014,0.241,0.102,0.852,0.086,1.298,0.533,0.129,0.012,0.219,0.092,0
AGC_184,23/03/2025,Planet,0.231,0.024,0.388,0.112,0.118,0.015,0.227,0.051,0.831,0.112,1.447,0.4,0.112,0.014,0.216,0.049,0
AGC_184,25/03/2025,Planet,0.281,0.022,0.437,0.199,0.168,0.016,0.29,0.118,0.999,0.107,1.625,0.618,0.165,0.016,0.287,0.116,0
AGC_184,24/03/2025,Planet,0.241,0.038,0.432,0.171,0.154,0.035,0.353,0.105,0.893,0.156,1.697,0.555,0.143,0.031,0.316,0.098,0.027
AGC_184,06/09/2025,Planet,0.656,0.049,0.77,0.447,0.282,0.057,0.523,0.204,2.079,0.178,2.598,1.386,0.262,0.053,0.491,0.185,95.445
AGC_184,27/03/2025,Planet,0.243,0.025,0.411,0.162,0.115,0.015,0.228,0.076,0.884,0.126,1.489,0.356,0.111,0.015,0.222,0.072,0
AGC_184,07/09/2025,Planet,0.646,0.035,0.754,0.469,0.428,0.037,0.559,0.308,2.063,0.143,2.638,1.593,0.409,0.038,0.543,0.284,0
AGC_184,26/03/2025,Planet,0.21,0.02,0.334,0.154,0.122,0.014,0.216,0.082,0.854,0.099,1.353,0.411,0.109,0.013,0.195,0.074,0
AGC_184,12/10/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,01/07/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,28/11/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,12/05/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,17/09/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,14/01/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,10/11/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,24/08/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,12/07/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,30/09/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,30/05/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,06/10/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,04/10/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,05/10/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,03/10/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,24/05/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,25/05/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,20/01/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,15/08/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,29/09/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,27/05/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,13/12/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,11/12/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,24/04/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,02/06/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,21/04/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,31/01/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,02/02/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,01/02/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,27/08/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,18/07/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,06/06/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,22/10/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,11/09/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,10/05/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,09/12/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,08/12/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,29/10/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,05/01/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,09/05/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,18/02/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,06/01/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,08/09/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,26/07/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,12/06/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,22/03/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,04/09/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,01/01/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,05/09/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_184,28/07/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_180,10/01/2025,Planet,0.281,0.078,0.594,0.017,0.119,0.043,0.255,0.007,0.953,0.242,2.187,0.368,0.121,0.047,0.261,0.007,16.539
AGC_180,28/06/2025,Planet,0.74,0.061,0.842,0.503,0.535,0.088,0.746,0.28,2.465,0.268,3.094,1.468,0.515,0.088,0.708,0.256,0
AGC_180,25/12/2025,Planet,0.274,0.05,0.481,0.192,0.179,0.021,0.303,0.114,0.967,0.164,1.668,0.639,0.167,0.019,0.284,0.103,0
AGC_180,24/12/2025,Planet,0.292,0.062,0.551,0.201,0.162,0.019,0.292,0.102,1.046,0.189,1.77,0.706,0.162,0.019,0.293,0.102,0
AGC_180,23/12/2025,Planet,0.304,0.063,0.582,0.204,0.194,0.026,0.357,0.104,1.092,0.199,1.983,0.744,0.194,0.026,0.354,0.092,2.506
AGC_180,21/12/2025,Planet,0.255,0.037,0.397,0.177,0.142,0.015,0.204,0.096,0.917,0.122,1.373,0.651,0.126,0.013,0.178,0.083,35.682
AGC_180,12/07/2025,Planet,0.737,0.069,0.84,0.477,0.674,0.107,0.894,0.352,2.451,0.181,2.807,1.666,0.619,0.099,0.789,0.299,81.46
AGC_180,20/12/2025,Planet,0.309,0.069,0.602,0.21,0.171,0.02,0.295,0.117,1.088,0.202,1.891,0.758,0.175,0.021,0.304,0.121,0
AGC_180,29/12/2025,Planet,0.278,0.048,0.463,0.183,0.165,0.018,0.25,0.109,0.971,0.15,1.572,0.653,0.16,0.017,0.24,0.103,0
AGC_180,27/01/2025,Planet,0.285,0.066,0.574,0.176,0.131,0.024,0.243,0.075,0.955,0.229,1.931,0.417,0.133,0.024,0.245,0.076,0
AGC_180,26/01/2025,Planet,0.307,0.063,0.593,0.199,0.144,0.024,0.267,0.092,1.006,0.228,1.976,0.503,0.148,0.024,0.276,0.093,0
AGC_180,28/01/2025,Planet,0.277,0.072,0.62,0.166,0.118,0.024,0.227,0.073,0.898,0.254,2.063,0.324,0.122,0.024,0.237,0.075,0
AGC_180,05/07/2025,Planet,0.732,0.093,0.87,0.396,0.614,0.113,0.858,0.238,2.335,0.31,3.171,1.262,0.579,0.111,0.789,0.234,9.76
AGC_180,04/07/2025,Planet,0.816,0.077,0.905,0.402,0.584,0.111,0.818,0.206,2.603,0.278,3.327,1.375,0.605,0.115,0.808,0.209,0
AGC_180,21/01/2025,Planet,0.267,0.051,0.496,0.178,0.16,0.018,0.261,0.105,0.963,0.202,1.931,0.578,0.158,0.017,0.251,0.102,0
AGC_180,20/01/2025,Planet,0.29,0.049,0.506,0.202,0.183,0.018,0.279,0.133,0.993,0.164,1.683,0.615,0.187,0.017,0.276,0.136,0
AGC_180,22/01/2025,Planet,0.271,0.071,0.594,0.157,0.138,0.018,0.242,0.094,0.884,0.232,1.925,0.458,0.146,0.018,0.251,0.098,0
AGC_180,25/01/2025,Planet,0.287,0.062,0.576,0.193,0.153,0.026,0.272,0.09,1.027,0.209,2.034,0.482,0.154,0.025,0.276,0.091,0
AGC_180,06/07/2025,Planet,0.762,0.067,0.848,0.458,0.665,0.095,0.862,0.365,2.368,0.294,2.888,0.98,0.617,0.097,0.773,0.34,76.215
AGC_180,22/07/2025,Planet,0.801,0.056,0.895,0.53,0.526,0.075,0.699,0.309,2.561,0.221,3.125,1.672,0.555,0.082,0.741,0.318,0
AGC_180,21/07/2025,Planet,0.586,0.043,0.658,0.488,0.421,0.051,0.515,0.316,2.1,0.201,2.485,1.685,0.373,0.046,0.454,0.283,95.237
AGC_180,05/02/2025,Planet,0.281,0.061,0.557,0.196,0.148,0.025,0.268,0.102,0.991,0.212,1.916,0.492,0.146,0.023,0.266,0.1,0
AGC_180,08/02/2025,Planet,0.257,0.061,0.52,0.167,0.127,0.023,0.238,0.079,0.858,0.22,1.794,0.444,0.127,0.023,0.242,0.079,0
AGC_180,07/02/2025,Planet,0.269,0.066,0.571,0.179,0.133,0.024,0.246,0.086,0.913,0.227,1.969,0.503,0.135,0.024,0.251,0.087,0
AGC_180,09/02/2025,Planet,0.273,0.061,0.549,0.166,0.138,0.024,0.264,0.085,0.927,0.206,1.805,0.456,0.139,0.023,0.263,0.088,0
AGC_180,30/01/2025,Planet,0.255,0.072,0.6,0.136,0.117,0.026,0.259,0.063,0.898,0.256,2.124,0.403,0.119,0.026,0.262,0.066,0
AGC_180,18/07/2025,Planet,0.775,0.05,0.854,0.545,0.565,0.077,0.74,0.342,2.631,0.197,3.14,1.836,0.575,0.079,0.737,0.343,0
AGC_180,04/02/2025,Planet,0.271,0.071,0.584,0.163,0.132,0.027,0.264,0.078,0.996,0.273,2.224,0.417,0.129,0.026,0.263,0.076,0
AGC_180,17/07/2025,Planet,0.772,0.043,0.856,0.566,0.583,0.08,0.765,0.353,2.574,0.159,2.998,1.92,0.599,0.078,0.762,0.365,0
AGC_180,03/02/2025,Planet,0.268,0.068,0.515,-0.079,0.119,0.037,0.264,-0.019,0.928,0.217,1.853,-0.16,0.117,0.037,0.258,-0.018,0.008
AGC_180,17/02/2025,Planet,0.246,0.054,0.49,0.154,0.128,0.023,0.246,0.079,0.749,0.188,1.584,0.305,0.129,0.023,0.247,0.081,0
AGC_180,16/02/2025,Planet,0.267,0.051,0.501,0.178,0.155,0.024,0.273,0.103,0.949,0.183,1.803,0.495,0.159,0.024,0.276,0.109,0
AGC_180,25/07/2025,Planet,0.752,0.047,0.851,0.512,0.658,0.076,0.858,0.391,2.616,0.2,3.185,1.88,0.629,0.067,0.779,0.382,0.088
AGC_180,11/02/2025,Planet,0.263,0.056,0.503,0.16,0.132,0.022,0.235,0.081,0.881,0.208,1.805,0.402,0.131,0.022,0.236,0.081,0
AGC_180,13/02/2025,Planet,0.259,0.06,0.515,0.156,0.143,0.026,0.276,0.081,0.909,0.213,1.925,0.306,0.143,0.025,0.279,0.082,0
AGC_180,29/07/2025,Planet,0.745,0.056,0.857,0.49,0.519,0.06,0.701,0.323,2.474,0.218,3.146,1.688,0.527,0.064,0.702,0.32,0
AGC_180,15/02/2025,Planet,0.226,0.036,0.368,0.147,0.131,0.019,0.218,0.084,0.789,0.142,1.45,0.403,0.123,0.017,0.201,0.079,0
AGC_180,28/07/2025,Planet,0.645,0.044,0.741,0.479,0.515,0.053,0.655,0.346,2.382,0.173,2.853,1.821,0.466,0.05,0.59,0.307,0
AGC_180,24/11/2025,Planet,0.323,0.066,0.626,0.227,0.197,0.022,0.311,0.147,1.018,0.2,1.943,0.706,0.204,0.021,0.32,0.154,0
AGC_180,20/05/2025,Planet,0.255,0.057,0.532,0.152,0.142,0.029,0.285,0.082,0.887,0.208,1.88,0.409,0.146,0.029,0.282,0.084,0
AGC_180,21/05/2025,Planet,0.232,0.059,0.525,0.135,0.128,0.029,0.271,0.075,0.808,0.209,1.769,0.305,0.13,0.028,0.273,0.079,0
AGC_180,28/11/2025,Planet,0.271,0.051,0.476,0.13,0.149,0.044,0.302,0.084,0.894,0.142,1.525,0.505,0.135,0.045,0.275,0.073,74.552
AGC_180,26/11/2025,Planet,0.316,0.077,0.644,0.216,0.19,0.025,0.331,0.137,0.98,0.228,2.011,0.641,0.202,0.026,0.356,0.145,0
AGC_180,25/11/2025,Planet,0.314,0.072,0.62,0.21,0.188,0.024,0.336,0.131,1.077,0.217,1.982,0.763,0.195,0.023,0.345,0.138,0
AGC_180,01/10/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_180,13/05/2025,Planet,0.192,0.048,0.442,0.112,0.141,0.032,0.346,0.081,0.698,0.159,1.421,0.364,0.131,0.027,0.293,0.078,7.213
AGC_180,12/05/2025,Planet,0.242,0.075,0.51,-0.139,0.153,0.048,0.337,-0.049,0.82,0.211,1.871,0.255,0.155,0.047,0.311,-0.052,17.479
AGC_180,17/05/2025,Planet,0.252,0.053,0.518,0.155,0.154,0.026,0.283,0.093,0.891,0.218,1.847,0.326,0.158,0.026,0.281,0.095,0
AGC_180,18/05/2025,Planet,0.236,0.041,0.375,0.098,0.139,0.033,0.245,0.043,0.884,0.154,1.493,0.248,0.137,0.034,0.232,0.037,90.063
AGC_180,15/05/2025,Planet,0.202,0.052,0.458,0.111,0.122,0.025,0.251,0.07,0.682,0.19,1.547,0.207,0.119,0.024,0.242,0.069,0
AGC_180,16/05/2025,Planet,0.246,0.052,0.49,0.118,0.146,0.025,0.264,0.068,0.86,0.225,1.859,0.304,0.151,0.025,0.269,0.073,0
AGC_180,13/11/2025,Planet,0.321,0.074,0.636,0.229,0.184,0.023,0.316,0.141,1.072,0.22,2.032,0.774,0.188,0.022,0.322,0.145,0
AGC_180,19/11/2025,Planet,0.33,0.064,0.587,0.232,0.201,0.023,0.331,0.149,1.113,0.194,1.909,0.774,0.208,0.022,0.341,0.155,0
AGC_180,18/11/2025,Planet,0.341,0.074,0.635,0.231,0.203,0.024,0.348,0.149,1.166,0.213,2.003,0.826,0.21,0.024,0.364,0.153,0
AGC_180,16/11/2025,Planet,0.329,0.08,0.654,0.219,0.187,0.025,0.355,0.132,1.097,0.247,2.126,0.74,0.194,0.024,0.364,0.14,0
AGC_180,14/11/2025,Planet,0.333,0.078,0.638,0.23,0.201,0.026,0.357,0.148,1.128,0.226,2.023,0.81,0.208,0.026,0.362,0.154,0
AGC_180,24/05/2025,Planet,0.226,0.054,0.497,0.149,0.137,0.03,0.287,0.089,0.855,0.193,1.784,0.485,0.134,0.028,0.27,0.09,0
AGC_180,22/05/2025,Planet,0.229,0.05,0.463,0.148,0.126,0.025,0.236,0.083,0.8,0.18,1.656,0.432,0.125,0.024,0.232,0.082,0
AGC_180,23/05/2025,Planet,0.243,0.053,0.497,0.145,0.147,0.03,0.298,0.087,0.741,0.201,1.605,0.144,0.147,0.029,0.295,0.088,0
AGC_180,28/05/2025,Planet,0.282,0.062,0.563,0.09,0.145,0.036,0.312,0.041,0.92,0.227,1.849,0.016,0.145,0.035,0.305,0.04,0
AGC_180,14/12/2025,Planet,0.292,0.063,0.549,0.191,0.174,0.022,0.316,0.117,1.083,0.188,1.86,0.751,0.176,0.021,0.321,0.117,0
AGC_180,12/12/2025,Planet,0.309,0.062,0.564,0.216,0.18,0.02,0.298,0.12,1.082,0.177,1.819,0.753,0.182,0.021,0.304,0.122,0
AGC_180,11/12/2025,Planet,0.27,0.038,0.439,0.221,0.187,0.015,0.257,0.158,0.982,0.126,1.527,0.806,0.176,0.012,0.223,0.152,84.079
AGC_180,10/12/2025,Planet,0.316,0.076,0.615,0.153,0.104,0.031,0.255,0.044,1.139,0.218,1.974,0.673,0.098,0.032,0.25,0.04,92.176
AGC_180,11/06/2025,Planet,0.418,0.055,0.591,0.247,0.321,0.047,0.508,0.18,1.485,0.216,2.393,0.825,0.291,0.04,0.456,0.169,0
AGC_180,19/12/2025,Planet,0.331,0.063,0.594,0.182,0.146,0.043,0.266,0.045,1.007,0.199,1.909,0.485,0.148,0.048,0.274,0.041,0
AGC_180,18/12/2025,Planet,0.279,0.073,0.598,-0.035,0.172,0.031,0.318,-0.029,1.017,0.191,1.912,0.35,0.172,0.031,0.324,-0.021,3.237
AGC_180,16/12/2025,Planet,0.296,0.072,0.611,0.185,0.172,0.023,0.313,0.118,1.023,0.206,1.921,0.632,0.174,0.023,0.317,0.119,0
AGC_180,01/06/2025,Planet,0.248,0.069,0.526,0.099,0.136,0.049,0.384,0.047,0.958,0.287,2.144,0.048,0.117,0.042,0.332,0.04,0
AGC_180,08/06/2025,Planet,0.421,0.065,0.668,0.236,0.265,0.036,0.485,0.149,1.338,0.231,2.35,0.708,0.266,0.035,0.487,0.153,0
AGC_180,07/06/2025,Planet,0.389,0.066,0.642,0.192,0.211,0.033,0.421,0.113,1.161,0.22,2.349,0.542,0.209,0.032,0.414,0.114,0
AGC_180,06/06/2025,Planet,0.398,0.061,0.639,0.2,0.199,0.033,0.411,0.095,1.156,0.218,2.147,0.103,0.196,0.032,0.406,0.091,0
AGC_180,03/12/2025,Planet,0.319,0.063,0.592,0.156,0.198,0.03,0.321,0.087,1.161,0.19,2.023,0.833,0.206,0.033,0.335,0.084,0.12
AGC_180,01/12/2025,Planet,0.334,0.068,0.616,0.234,0.197,0.022,0.323,0.141,1.116,0.213,2.121,0.78,0.206,0.022,0.339,0.148,0
AGC_180,09/12/2025,Planet,0.298,0.064,0.554,0.203,0.182,0.023,0.318,0.128,1.093,0.196,1.909,0.776,0.184,0.022,0.321,0.127,0
AGC_180,05/12/2025,Planet,0.313,0.064,0.59,0.218,0.188,0.022,0.301,0.139,1.083,0.187,1.945,0.745,0.192,0.021,0.294,0.139,0
AGC_180,04/12/2025,Planet,0.31,0.063,0.555,0.17,0.185,0.027,0.322,0.076,1.091,0.19,1.869,0.652,0.191,0.027,0.334,0.071,0
AGC_180,07/01/2025,Planet,0.261,0.047,0.477,0.173,0.173,0.019,0.266,0.127,1.002,0.168,1.852,0.654,0.178,0.017,0.268,0.126,0
AGC_180,08/01/2025,Planet,0.275,0.065,0.582,0.176,0.162,0.02,0.274,0.113,0.964,0.247,2.194,0.539,0.168,0.02,0.284,0.113,0
AGC_180,12/06/2025,Planet,0.474,0.072,0.67,0.256,0.339,0.056,0.546,0.172,1.679,0.264,2.651,0.83,0.322,0.051,0.513,0.171,0
AGC_180,01/01/2025,Planet,0.297,0.046,0.492,0.212,0.185,0.017,0.271,0.141,1.03,0.157,1.709,0.637,0.191,0.015,0.274,0.143,0
AGC_180,03/01/2025,Planet,0.281,0.059,0.551,0.179,0.166,0.02,0.3,0.114,0.962,0.198,1.907,0.559,0.174,0.019,0.309,0.12,0
AGC_180,22/09/2025,Planet,0.606,0.075,0.834,0.407,0.351,0.049,0.561,0.229,1.983,0.274,2.994,1.385,0.363,0.05,0.578,0.238,0
AGC_180,12/10/2025,Planet,0.637,0.09,0.781,0.322,0.381,0.065,0.529,0.223,2.19,0.226,2.634,1.534,0.384,0.066,0.533,0.222,93.06
AGC_180,23/09/2025,Planet,0.59,0.066,0.787,0.416,0.398,0.052,0.649,0.272,2.005,0.24,2.841,1.463,0.401,0.051,0.622,0.279,0
AGC_180,17/10/2025,Planet,0.539,0.068,0.751,0.375,0.277,0.038,0.511,0.189,1.78,0.225,2.702,1.336,0.282,0.039,0.523,0.192,0
AGC_180,13/10/2025,Planet,0.569,0.069,0.787,0.398,0.286,0.039,0.486,0.196,1.908,0.243,2.823,1.355,0.291,0.04,0.507,0.199,0
AGC_180,14/10/2025,Planet,0.55,0.07,0.767,0.372,0.284,0.04,0.501,0.188,1.762,0.227,2.703,1.225,0.286,0.04,0.505,0.188,0
AGC_180,09/04/2025,Planet,0.238,0.047,0.5,0.147,0.132,0.021,0.241,0.081,0.797,0.168,1.624,0.394,0.134,0.021,0.24,0.083,0
AGC_180,07/04/2025,Planet,0.218,0.057,0.514,0.139,0.133,0.028,0.272,0.084,0.728,0.203,1.802,0.384,0.132,0.026,0.26,0.085,0
AGC_180,08/04/2025,Planet,0.167,0.066,0.34,-0.091,0.109,0.048,0.251,-0.047,0.672,0.214,1.664,0.037,0.099,0.045,0.226,-0.044,86.151
AGC_180,19/09/2025,Planet,0.563,0.054,0.74,0.406,0.37,0.041,0.578,0.257,1.88,0.219,2.744,1.349,0.36,0.039,0.549,0.254,0
AGC_180,01/04/2025,Planet,0.234,0.047,0.473,0.165,0.132,0.02,0.24,0.092,0.815,0.168,1.672,0.425,0.131,0.019,0.237,0.092,0
AGC_180,02/04/2025,Planet,0.257,0.051,0.549,0.168,0.142,0.022,0.262,0.088,0.745,0.185,1.675,0.18,0.15,0.023,0.27,0.093,0
AGC_180,31/03/2025,Planet,0.267,0.037,0.441,0.191,0.122,0.014,0.189,0.088,0.904,0.134,1.491,0.554,0.118,0.013,0.183,0.083,0
AGC_180,05/04/2025,Planet,0.228,0.057,0.542,0.14,0.12,0.021,0.228,0.077,0.652,0.191,1.615,0.256,0.124,0.022,0.234,0.082,0
AGC_180,03/04/2025,Planet,0.231,0.047,0.463,0.149,0.135,0.022,0.247,0.086,0.81,0.179,1.794,0.404,0.136,0.021,0.247,0.089,0
AGC_180,04/04/2025,Planet,0.252,0.05,0.537,0.145,0.135,0.02,0.243,0.075,0.828,0.187,1.769,0.327,0.14,0.02,0.248,0.077,0
AGC_180,20/04/2025,Planet,0.208,0.044,0.431,0.13,0.127,0.023,0.244,0.075,0.606,0.158,1.422,0.173,0.129,0.022,0.243,0.076,0
AGC_180,07/10/2025,Planet,0.559,0.062,0.748,0.417,0.312,0.041,0.549,0.213,1.916,0.243,2.78,1.384,0.309,0.041,0.54,0.213,0
AGC_180,03/10/2025,Planet,0.566,0.071,0.792,0.4,0.332,0.049,0.59,0.219,1.889,0.248,2.774,1.387,0.328,0.048,0.573,0.218,0
AGC_180,19/04/2025,Planet,0.22,0.046,0.476,0.138,0.126,0.022,0.239,0.078,0.764,0.178,1.818,0.393,0.128,0.021,0.238,0.08,0
AGC_180,12/04/2025,Planet,0.248,0.043,0.492,0.146,0.139,0.02,0.244,0.081,0.818,0.168,1.599,0.35,0.142,0.019,0.242,0.084,0
AGC_180,10/04/2025,Planet,0.23,0.047,0.483,0.156,0.124,0.02,0.224,0.082,0.605,0.162,1.415,0.24,0.131,0.02,0.239,0.088,0
AGC_180,11/04/2025,Planet,0.212,0.048,0.489,0.135,0.119,0.021,0.247,0.076,0.721,0.165,1.731,0.335,0.12,0.02,0.239,0.078,0
AGC_180,16/04/2025,Planet,0.207,0.037,0.389,0.138,0.13,0.02,0.236,0.086,0.677,0.135,1.268,0.23,0.125,0.019,0.227,0.083,0
AGC_180,14/04/2025,Planet,0.222,0.048,0.498,0.146,0.123,0.021,0.225,0.081,0.711,0.173,1.691,0.312,0.125,0.02,0.232,0.083,0
AGC_180,15/04/2025,Planet,0.243,0.047,0.514,0.146,0.133,0.021,0.253,0.078,0.643,0.18,1.649,0.07,0.143,0.022,0.269,0.085,0
AGC_180,30/04/2025,Planet,0.229,0.044,0.447,0.031,0.115,0.043,0.287,0.01,0.813,0.204,1.826,-0.172,0.111,0.044,0.277,0.008,40.963
AGC_180,09/11/2025,Planet,0.328,0.082,0.655,0.224,0.196,0.027,0.373,0.136,1.067,0.233,1.971,0.736,0.2,0.026,0.375,0.142,0
AGC_180,08/11/2025,Planet,0.32,0.044,0.484,0.251,0.222,0.02,0.347,0.167,1.112,0.131,1.642,0.857,0.204,0.016,0.303,0.158,0
AGC_180,06/11/2025,Planet,0.375,0.079,0.688,0.267,0.213,0.025,0.397,0.157,1.245,0.236,2.177,0.9,0.224,0.025,0.413,0.17,0
AGC_180,05/11/2025,Planet,0.395,0.091,0.746,0.29,0.225,0.027,0.379,0.173,1.078,0.283,2.174,0.678,0.249,0.029,0.422,0.193,0
AGC_180,04/11/2025,Planet,0.384,0.085,0.702,0.268,0.221,0.026,0.413,0.163,1.239,0.263,2.194,0.881,0.234,0.026,0.428,0.178,0
AGC_180,03/11/2025,Planet,0.376,0.087,0.675,0.267,0.241,0.031,0.465,0.181,1.274,0.269,2.237,0.929,0.245,0.03,0.459,0.186,0
AGC_180,29/04/2025,Planet,0.222,0.046,0.454,0.093,0.122,0.022,0.239,0.047,0.735,0.169,1.591,0.109,0.124,0.021,0.242,0.05,0
AGC_180,22/12/2025,Planet,,,,,,,,,,,,,,,,,100
AGC_180,23/04/2025,Planet,0.214,0.039,0.415,0.134,0.144,0.025,0.264,0.083,0.781,0.149,1.492,0.401,0.137,0.022,0.243,0.082,0
AGC_180,24/04/2025,Planet,0.212,0.044,0.422,0.055,0.073,0.038,0.251,0.011,0.665,0.179,1.439,-0.114,0.069,0.038,0.24,0.01,69.092
AGC_180,22/04/2025,Planet,0.224,0.051,0.444,-0.057,0.136,0.032,0.26,-0.053,0.803,0.171,1.553,-0.018,0.132,0.032,0.251,-0.037,0
AGC_180,25/04/2025,Planet,0.212,0.04,0.436,0.09,0.107,0.038,0.27,0.036,0.745,0.172,1.584,0.077,0.099,0.039,0.25,0.031,66.246
AGC_180,26/04/2025,Planet,0.209,0.045,0.445,0.108,0.119,0.022,0.228,0.061,0.69,0.16,1.483,0.274,0.119,0.022,0.224,0.06,0
AGC_180,28/10/2025,Planet,0.411,0.095,0.736,0.273,0.236,0.031,0.457,0.165,1.36,0.309,2.473,0.934,0.245,0.03,0.465,0.176,0
AGC_180,29/10/2025,Planet,0.371,0.071,0.607,0.255,0.264,0.033,0.503,0.188,1.262,0.237,2.096,0.915,0.248,0.028,0.455,0.182,0
AGC_180,26/10/2025,Planet,0.438,0.102,0.793,0.301,0.244,0.032,0.463,0.182,1.273,0.319,2.405,0.859,0.262,0.033,0.498,0.196,0
AGC_180,24/10/2025,Planet,0.456,0.095,0.767,0.308,0.247,0.031,0.471,0.182,1.504,0.318,2.537,1.062,0.251,0.032,0.486,0.189,0
AGC_180,25/10/2025,Planet,0.434,0.088,0.714,0.294,0.243,0.031,0.454,0.176,1.397,0.269,2.311,0.982,0.247,0.031,0.457,0.185,0
AGC_180,08/05/2025,Planet,0.196,0.055,0.477,0.111,0.118,0.027,0.257,0.069,0.672,0.198,1.672,0.262,0.116,0.025,0.244,0.069,0
AGC_180,09/05/2025,Planet,0.185,0.034,0.328,0.104,0.135,0.023,0.226,0.064,0.667,0.128,1.139,0.363,0.118,0.02,0.197,0.056,80.336
AGC_180,02/05/2025,Planet,0.222,0.052,0.49,0.085,0.122,0.026,0.258,0.043,0.79,0.213,1.853,-0.06,0.125,0.025,0.253,0.043,0
AGC_180,03/05/2025,Planet,0.216,0.05,0.482,0.135,0.127,0.024,0.249,0.081,0.723,0.174,1.585,0.352,0.127,0.023,0.242,0.082,0
AGC_180,01/05/2025,Planet,0.245,0.052,0.476,0.028,0.116,0.028,0.243,0.011,0.801,0.215,1.924,-0.1,0.114,0.028,0.245,0.011,0.04
AGC_180,06/05/2025,Planet,0.215,0.048,0.463,0.137,0.127,0.022,0.239,0.085,0.733,0.17,1.579,0.389,0.129,0.021,0.237,0.088,0
AGC_180,04/05/2025,Planet,0.234,0.05,0.472,0.143,0.13,0.023,0.242,0.08,0.82,0.189,1.69,0.385,0.13,0.022,0.23,0.083,0
AGC_180,05/05/2025,Planet,0.205,0.045,0.426,0.07,0.145,0.031,0.383,0.046,0.702,0.159,1.482,0.354,0.14,0.026,0.256,0.046,4.322
AGC_180,12/08/2025,Planet,0.725,0.046,0.832,0.448,0.352,0.101,0.722,0.198,2.608,0.195,3.187,1.565,0.348,0.107,0.701,0.19,52.631
