ID_POLIGONO,fecha_captura,sensor,ndvi_promedio,ndvi_std,ndvi_max,ndvi_min,evi_promedio,evi_std,evi_max,evi_min,crc_promedio,crc_std,crc_max,crc_min,mcrc_promedio,mcrc_std,mcrc_max,mcrc_min,ndsvi_promedio,ndsvi_std,ndsvi_max,ndsvi_min,srndi_promedio,srndi_std,srndi_max,srndi_min,mra_promedio,mra_std,mra_max,mra_min,lai_promedio,lai_std,lai_max,lai_min,fapar_promedio,fapar_std,fapar_max,fapar_min,savi_promedio,savi_std,savi_max,savi_min,vi6t_promedio,vi6t_std,vi6t_max,vi6t_min,ndti_promedio,ndti_std,ndti_max,ndti_min,sti_promedio,sti_std,sti_max,sti_min,ndwi_promedio,ndwi_std,ndwi_max,ndwi_min,endwi_promedio,endwi_std,endwi_max,endwi_min,msi_promedio,msi_std,msi_max,msi_min,emsi_promedio,emsi_std,emsi_max,emsi_min,dswi2_promedio,dswi2_std,dswi2_max,dswi2_min,dswi3_promedio,dswi3_std,dswi3_max,dswi3_min,dswi4_promedio,dswi4_std,dswi4_max,dswi4_min,dswi5_promedio,dswi5_std,dswi5_max,dswi5_min,nddi_promedio,nddi_std,nddi_max,nddi_min,enddi_promedio,enddi_std,enddi_max,enddi_min,porcentaje_nubosidad
AGC_054,04/08/2022,Sentinel-2,0.564,0.07,0.691,0.305,0.441,0.058,0.592,0.243,0.341,0.03,0.451,0.234,0.316,0.031,0.418,0.167,0.398,0.051,0.512,0.159,0.169,0.053,0.356,-0.025,0.029,0.001,0.032,0.025,0.583,0.122,0.934,0.198,0.531,0.055,0.617,0.29,0.341,0.04,0.438,0.197,,,,,0.246,0.028,0.297,0.167,1.657,0.098,1.845,1.401,0.217,0.054,0.315,0.056,0.439,0.067,0.545,0.231,0.646,0.076,0.895,0.521,0.393,0.069,0.624,0.294,1.928,0.136,2.434,1.402,2.344,0.265,3.097,1.377,1.215,0.104,1.449,0.89,1.461,0.147,1.787,1.051,0.042,0.014,0.101,-0.008,0.125,0.013,0.165,0.056,0.0
AGC_054,12/03/2023,Sentinel-2,0.099,0.011,0.142,0.077,0.075,0.01,0.107,0.056,0.341,0.018,0.397,0.313,0.326,0.017,0.391,0.299,0.225,0.018,0.281,0.185,0.173,0.019,0.223,0.098,0.02,0.0,0.02,0.02,-0.065,0.015,-0.017,-0.093,0.066,0.009,0.094,0.026,0.064,0.008,0.091,0.048,,,,,0.055,0.011,0.098,0.037,1.116,0.026,1.217,1.077,-0.129,0.018,-0.078,-0.188,-0.075,0.021,0.011,-0.126,1.298,0.047,1.464,1.169,1.164,0.048,1.289,0.979,1.97,0.077,2.285,1.852,1.583,0.062,1.781,1.453,0.804,0.011,0.83,0.76,0.784,0.016,0.829,0.724,0.086,0.01,0.114,0.046,0.116,0.01,0.15,0.093,0.0
AGC_054,18/10/2023,Sentinel-2,0.195,0.047,0.381,0.145,0.145,0.033,0.292,0.11,0.439,0.026,0.511,0.302,0.403,0.03,0.494,0.255,0.304,0.036,0.431,0.141,0.201,0.033,0.314,0.044,0.021,0.0,0.023,0.021,0.055,0.056,0.318,-0.003,0.117,0.036,0.241,0.07,0.128,0.027,0.248,0.098,,,,,0.109,0.019,0.18,0.079,1.246,0.05,1.438,1.173,-0.115,0.04,0.088,-0.167,-0.006,0.053,0.219,-0.064,1.264,0.093,1.401,0.839,1.017,0.1,1.136,0.641,2.359,0.164,2.951,1.686,1.881,0.154,2.518,1.329,0.797,0.029,0.925,0.763,0.796,0.052,1.099,0.749,0.092,0.016,0.137,0.019,0.149,0.018,0.208,0.064,0.0
AGC_054,20/05/2024,Sentinel-2,0.119,0.01,0.159,0.102,0.095,0.008,0.126,0.079,0.374,0.012,0.414,0.349,0.345,0.015,0.392,0.319,0.239,0.017,0.293,0.207,0.198,0.014,0.251,0.165,0.02,0.0,0.02,0.02,-0.034,0.011,0.014,-0.055,0.078,0.009,0.113,0.048,0.081,0.006,0.108,0.07,,,,,0.043,0.01,0.078,0.03,1.09,0.021,1.17,1.062,-0.124,0.012,-0.102,-0.156,-0.081,0.012,-0.041,-0.113,1.283,0.031,1.37,1.226,1.177,0.027,1.254,1.085,2.054,0.069,2.292,1.936,1.63,0.058,1.831,1.521,0.794,0.01,0.832,0.767,0.785,0.012,0.814,0.75,0.098,0.007,0.126,0.08,0.122,0.009,0.15,0.104,0.0
AGC_054,26/06/2025,Sentinel-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
AGC_054,26/12/2024,Sentinel-2,0.142,0.033,0.234,0.073,0.103,0.028,0.183,0.05,0.371,0.035,0.46,0.189,0.353,0.033,0.45,0.153,0.24,0.034,0.36,0.045,0.138,0.041,0.243,-0.06,0.021,0.0,0.021,0.02,-0.016,0.046,0.117,-0.099,0.1,0.021,0.163,0.042,0.091,0.025,0.159,0.045,,,,,0.105,0.033,0.185,0.058,1.237,0.085,1.454,1.123,-0.101,0.037,0.074,-0.18,0.004,0.059,0.241,-0.075,1.228,0.087,1.438,0.862,0.999,0.111,1.162,0.611,2.1,0.151,2.634,1.363,1.636,0.113,2.125,1.095,0.779,0.018,0.825,0.731,0.803,0.037,0.976,0.723,0.065,0.021,0.115,-0.026,0.119,0.018,0.182,0.021,0.0
AGC_054,31/12/2025,Sentinel-2,0.146,0.054,0.316,0.078,0.1,0.041,0.242,0.05,0.345,0.027,0.449,0.225,0.344,0.028,0.434,0.185,0.254,0.033,0.345,0.07,0.152,0.039,0.229,-0.029,0.021,0.0,0.022,0.02,-0.025,0.067,0.215,-0.1,0.111,0.044,0.259,0.057,0.086,0.035,0.205,0.044,,,,,0.105,0.041,0.242,0.06,1.24,0.108,1.638,1.128,-0.111,0.05,0.086,-0.206,-0.006,0.082,0.257,-0.085,1.257,0.118,1.518,0.842,1.026,0.153,1.186,0.591,2.056,0.127,2.535,1.453,1.685,0.115,2.055,1.15,0.819,0.021,0.886,0.766,0.809,0.055,1.049,0.719,0.072,0.021,0.106,-0.012,0.127,0.016,0.174,0.032,0.0
AGC_065,01/02/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.645,0.013,-0.596,-0.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_065,05/01/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.629,0.015,-0.595,-0.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_065,05/05/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.643,0.018,-0.505,-0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
AGC_065,15/09/2024,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.622,0.014,-0.571,-0.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.98
AGC_065,24/07/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.647,0.008,-0.604,-0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_065,27/01/2024,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.661,0.014,-0.62,-0.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_065,28/07/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.661,0.009,-0.626,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.28
AGC_065,31/12/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.618,0.017,-0.573,-0.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_065,01/01/2022,Sentinel-2,0.217,0.058,0.553,0.115,0.144,0.031,0.34,0.066,0.454,0.07,0.599,0.167,0.453,0.072,0.655,0.157,0.36,0.079,0.628,0.073,0.199,0.068,0.481,-0.074,0.022,0.001,0.027,0.021,0.052,0.05,0.403,-0.077,0.114,0.05,0.365,0.031,0.127,0.025,0.281,0.057,,,,,0.175,0.033,0.241,0.077,1.429,0.094,1.635,1.168,-0.156,0.07,0.22,-0.407,0.019,0.059,0.389,-0.232,1.385,0.19,2.375,0.639,0.969,0.111,1.605,0.439,2.719,0.459,4.797,1.373,2.172,0.387,4.382,1.156,0.801,0.073,1.365,0.704,0.753,0.086,1.443,0.514,0.089,0.031,0.25,-0.03,0.182,0.044,0.372,0.033,0.0
AGC_065,04/08/2022,Sentinel-2,0.523,0.162,0.829,0.141,0.391,0.192,1.0,0.079,0.214,0.16,0.469,-0.225,0.238,0.121,0.493,-0.115,0.361,0.107,0.614,0.006,0.124,0.13,0.504,-0.389,0.031,0.004,0.04,0.022,0.491,0.47,3.295,-0.063,0.461,0.162,0.866,0.097,0.284,0.126,0.661,0.065,,,,,0.249,0.098,0.464,-0.016,1.711,0.362,2.733,0.968,0.215,0.159,0.579,-0.162,0.424,0.208,0.795,-0.178,0.675,0.226,1.387,0.267,0.437,0.222,1.432,0.114,1.69,0.419,2.948,0.793,2.23,0.596,4.18,1.013,1.353,0.304,2.029,0.806,1.562,0.475,3.157,0.796,0.036,0.039,0.236,-0.087,0.114,0.033,0.237,0.002,9.452422282
AGC_065,12/03/2023,Sentinel-2,0.152,0.037,0.387,0.095,0.102,0.023,0.235,0.061,0.389,0.035,0.514,0.222,0.383,0.035,0.527,0.197,0.297,0.044,0.528,0.104,0.203,0.048,0.396,-0.059,0.021,0.0,0.023,0.021,-0.022,0.035,0.184,-0.084,0.089,0.029,0.254,0.028,0.088,0.019,0.191,0.053,,,,,0.1,0.033,0.224,0.047,1.226,0.084,1.576,1.099,-0.152,0.039,0.08,-0.273,-0.053,0.056,0.292,-0.188,1.364,0.105,1.75,0.852,1.119,0.12,1.464,0.549,2.254,0.189,3.227,1.492,1.857,0.183,3.239,1.231,0.824,0.046,1.173,0.718,0.767,0.043,1.077,0.645,0.098,0.025,0.191,-0.023,0.152,0.024,0.273,0.045,0.0
AGC_065,18/10/2023,Sentinel-2,0.245,0.053,0.481,0.151,0.14,0.032,0.331,0.083,0.424,0.025,0.497,0.255,0.441,0.029,0.532,0.243,0.389,0.041,0.556,0.157,0.299,0.05,0.497,0.025,0.022,0.001,0.025,0.021,0.04,0.05,0.366,-0.049,0.13,0.038,0.303,0.065,0.121,0.025,0.267,0.073,,,,,0.102,0.028,0.227,0.04,1.228,0.07,1.589,1.084,-0.158,0.048,0.098,-0.266,-0.058,0.067,0.317,-0.203,1.383,0.131,1.726,0.821,1.133,0.145,1.509,0.518,2.59,0.175,3.273,1.641,2.287,0.221,3.502,1.372,0.884,0.067,1.323,0.768,0.776,0.062,1.227,0.66,0.139,0.027,0.235,0.01,0.194,0.022,0.28,0.068,0.0
AGC_065,20/05/2024,Sentinel-2,0.178,0.043,0.416,0.111,0.117,0.026,0.303,0.08,0.435,0.025,0.502,0.264,0.438,0.032,0.519,0.245,0.356,0.046,0.524,0.14,0.316,0.051,0.466,0.055,0.021,0.0,0.024,0.021,0.001,0.039,0.303,-0.053,0.092,0.028,0.261,0.055,0.1,0.02,0.242,0.071,,,,,0.046,0.027,0.173,0.014,1.098,0.065,1.418,1.028,-0.19,0.042,0.033,-0.286,-0.146,0.06,0.187,-0.259,1.476,0.122,1.802,0.936,1.352,0.155,1.698,0.685,2.57,0.193,3.157,1.65,2.123,0.218,3.204,1.325,0.825,0.048,1.165,0.73,0.727,0.045,1.034,0.651,0.16,0.029,0.23,0.024,0.186,0.026,0.273,0.065,0.0
AGC_065,26/06/2025,Sentinel-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
AGC_065,26/12/2024,Sentinel-2,0.239,0.059,0.585,0.14,0.157,0.037,0.324,0.067,0.463,0.045,0.594,0.188,0.46,0.047,0.626,0.203,0.355,0.075,0.619,0.07,0.184,0.089,0.483,-0.133,0.023,0.001,0.028,0.022,0.081,0.064,0.376,-0.076,0.158,0.06,0.454,0.034,0.141,0.032,0.271,0.058,,,,,0.184,0.024,0.283,0.116,1.453,0.072,1.79,1.262,-0.128,0.079,0.223,-0.44,0.056,0.096,0.425,-0.271,1.314,0.222,2.571,0.636,0.911,0.185,1.745,0.403,2.73,0.318,4.348,1.509,2.146,0.381,4.249,1.151,0.785,0.096,1.406,0.651,0.777,0.086,1.394,0.5,0.081,0.043,0.247,-0.049,0.175,0.043,0.353,0.026,0.0
AGC_065,31/12/2025,Sentinel-2,0.259,0.07,0.529,0.136,0.183,0.051,0.358,0.082,0.42,0.041,0.56,0.151,0.426,0.039,0.621,0.148,0.352,0.055,0.62,0.058,0.161,0.064,0.486,-0.151,0.023,0.001,0.026,0.021,0.108,0.085,0.392,-0.056,0.191,0.072,0.424,0.034,0.154,0.041,0.277,0.069,,,,,0.203,0.024,0.288,0.07,1.511,0.076,1.81,1.151,-0.102,0.064,0.204,-0.365,0.102,0.082,0.434,-0.186,1.239,0.16,2.15,0.661,0.825,0.136,1.457,0.394,2.498,0.23,4.283,1.346,2.111,0.288,4.263,1.122,0.845,0.082,1.389,0.705,0.826,0.082,1.399,0.566,0.067,0.028,0.241,-0.059,0.168,0.028,0.354,0.025,0.0
AGC_076,01/08/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
AGC_076,01/10/2024,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
AGC_076,05/01/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.631,0.006,-0.618,-0.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_076,05/05/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.623,0.007,-0.603,-0.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_076,07/03/2024,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.637,0.007,-0.624,-0.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_076,09/02/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.622,0.007,-0.611,-0.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_076,12/08/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
AGC_076,31/12/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.621,0.016,-0.598,-0.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_076,01/01/2022,Sentinel-2,0.263,0.04,0.388,0.19,0.178,0.03,0.262,0.116,0.448,0.023,0.484,0.37,0.451,0.027,0.495,0.339,0.367,0.035,0.455,0.26,0.203,0.037,0.283,0.101,0.022,0.0,0.023,0.021,0.106,0.051,0.25,0.003,0.17,0.034,0.255,0.102,0.154,0.025,0.22,0.102,,,,,0.177,0.013,0.203,0.139,1.43,0.039,1.51,1.322,-0.115,0.039,0.015,-0.205,0.063,0.044,0.178,-0.05,1.263,0.098,1.516,0.97,0.885,0.079,1.106,0.698,2.654,0.17,2.958,2.027,2.168,0.177,2.67,1.703,0.817,0.042,0.966,0.751,0.802,0.046,0.961,0.712,0.086,0.017,0.123,0.039,0.176,0.018,0.216,0.113,0.0
AGC_076,04/07/2025,Sentinel-2,0.552,0.065,0.7,0.352,0.41,0.068,0.598,0.239,0.361,0.019,0.444,0.323,0.328,0.023,0.404,0.281,0.437,0.037,0.519,0.304,0.174,0.039,0.34,0.087,0.029,0.001,0.032,0.025,0.508,0.141,0.923,0.199,0.441,0.048,0.571,0.288,0.316,0.047,0.435,0.198,,,,,0.285,0.03,0.345,0.181,1.801,0.112,2.055,1.441,0.155,0.056,0.289,0.026,0.419,0.068,0.567,0.206,0.736,0.086,0.949,0.552,0.413,0.07,0.658,0.276,1.982,0.103,2.356,1.781,2.568,0.233,3.157,1.875,1.299,0.129,1.653,0.953,1.354,0.148,1.763,1.025,0.045,0.011,0.101,0.023,0.147,0.01,0.18,0.118,0.0
AGC_076,12/03/2023,Sentinel-2,0.134,0.017,0.192,0.098,0.097,0.012,0.14,0.073,0.4,0.019,0.456,0.362,0.387,0.023,0.448,0.33,0.288,0.03,0.373,0.212,0.201,0.038,0.298,0.11,0.02,0.0,0.021,0.02,-0.03,0.019,0.035,-0.062,0.066,0.015,0.124,0.039,0.084,0.01,0.119,0.066,,,,,0.092,0.017,0.136,0.063,1.202,0.041,1.315,1.135,-0.16,0.027,-0.059,-0.225,-0.069,0.038,0.041,-0.144,1.383,0.077,1.581,1.126,1.152,0.088,1.335,0.922,2.268,0.122,2.626,1.984,1.812,0.119,2.19,1.537,0.799,0.019,0.857,0.758,0.751,0.025,0.842,0.697,0.099,0.02,0.148,0.052,0.149,0.017,0.196,0.105,0.0
AGC_076,18/10/2023,Sentinel-2,0.193,0.045,0.386,0.146,0.131,0.031,0.283,0.095,0.447,0.023,0.503,0.384,0.434,0.028,0.495,0.363,0.35,0.04,0.447,0.265,0.266,0.047,0.369,0.169,0.021,0.0,0.023,0.021,0.027,0.051,0.288,-0.028,0.094,0.034,0.195,0.048,0.114,0.025,0.236,0.085,,,,,0.093,0.015,0.132,0.069,1.205,0.038,1.304,1.147,-0.168,0.041,-0.047,-0.251,-0.077,0.055,0.067,-0.178,1.41,0.118,1.671,1.098,1.174,0.128,1.433,0.875,2.543,0.176,2.962,2.138,2.089,0.195,2.619,1.722,0.821,0.039,0.943,0.763,0.748,0.048,0.92,0.672,0.128,0.025,0.189,0.079,0.179,0.022,0.232,0.132,0.0
AGC_076,25/05/2024,Sentinel-2,0.151,0.018,0.212,0.118,0.117,0.013,0.162,0.093,0.45,0.016,0.49,0.403,0.431,0.023,0.479,0.369,0.329,0.032,0.396,0.246,0.258,0.041,0.339,0.151,0.021,0.0,0.021,0.02,0.002,0.02,0.073,-0.034,0.069,0.017,0.121,0.029,0.101,0.01,0.138,0.082,,,,,0.078,0.013,0.113,0.059,1.169,0.03,1.254,1.124,-0.187,0.028,-0.122,-0.252,-0.111,0.039,-0.015,-0.185,1.464,0.087,1.672,1.277,1.255,0.099,1.455,1.031,2.518,0.143,2.841,2.169,1.987,0.142,2.31,1.651,0.789,0.017,0.832,0.739,0.719,0.026,0.789,0.664,0.129,0.023,0.175,0.072,0.173,0.019,0.214,0.125,0.0
AGC_076,30/07/2022,Sentinel-2,0.508,0.064,0.659,0.337,0.405,0.06,0.556,0.241,0.406,0.024,0.451,0.333,0.368,0.028,0.436,0.276,0.422,0.05,0.537,0.301,0.225,0.056,0.346,0.069,0.028,0.001,0.031,0.025,0.507,0.119,0.846,0.202,0.447,0.051,0.534,0.284,0.316,0.04,0.417,0.199,,,,,0.218,0.023,0.267,0.165,1.559,0.075,1.729,1.397,0.112,0.042,0.196,-0.022,0.321,0.058,0.435,0.148,0.802,0.07,1.044,0.672,0.517,0.068,0.742,0.394,2.17,0.139,2.543,1.762,2.485,0.303,3.315,1.862,1.143,0.097,1.424,0.947,1.223,0.099,1.457,0.987,0.066,0.016,0.116,0.02,0.151,0.014,0.194,0.108,0.0
AGC_076,31/12/2024,Sentinel-2,0.233,0.025,0.302,0.172,0.168,0.016,0.224,0.118,0.47,0.026,0.529,0.392,0.452,0.028,0.518,0.383,0.336,0.04,0.435,0.226,0.172,0.051,0.294,0.021,0.021,0.0,0.022,0.021,0.1,0.029,0.181,0.009,0.135,0.027,0.228,0.083,0.151,0.014,0.19,0.105,,,,,0.174,0.018,0.206,0.104,1.424,0.051,1.52,1.232,-0.112,0.034,-0.016,-0.188,0.063,0.04,0.191,-0.04,1.256,0.086,1.463,1.033,0.883,0.071,1.083,0.68,2.657,0.185,3.147,2.241,2.023,0.186,2.542,1.585,0.761,0.044,0.976,0.702,0.786,0.033,0.869,0.724,0.074,0.023,0.131,0.008,0.163,0.022,0.214,0.103,0.0
AGC_076,31/12/2025,Sentinel-2,0.235,0.052,0.373,0.164,0.164,0.035,0.275,0.117,0.399,0.027,0.454,0.317,0.403,0.034,0.488,0.315,0.321,0.058,0.464,0.202,0.141,0.059,0.291,0.002,0.022,0.0,0.023,0.021,0.075,0.053,0.252,0.005,0.17,0.043,0.273,0.097,0.138,0.026,0.221,0.102,,,,,0.189,0.013,0.228,0.163,1.467,0.041,1.592,1.389,-0.094,0.039,0.002,-0.211,0.097,0.044,0.198,-0.023,1.211,0.097,1.536,0.996,0.827,0.074,1.047,0.669,2.36,0.193,2.904,1.921,1.968,0.263,2.728,1.507,0.831,0.059,1.005,0.738,0.829,0.043,0.936,0.712,0.059,0.024,0.129,0.001,0.153,0.028,0.237,0.094,0.0
AGC_090,01/02/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.613,0.008,-0.583,-0.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_090,05/01/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.614,0.01,-0.592,-0.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_090,05/05/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.643,0.009,-0.617,-0.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_090,15/09/2024,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
AGC_090,24/07/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.647,0.006,-0.628,-0.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_090,27/01/2024,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.642,0.006,-0.621,-0.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_090,28/07/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.648,0.008,-0.62,-0.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_090,31/12/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.607,0.024,-0.566,-0.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_090,01/01/2022,Sentinel-2,0.166,0.033,0.315,0.121,0.118,0.023,0.226,0.084,0.426,0.033,0.528,0.309,0.42,0.039,0.549,0.308,0.321,0.045,0.472,0.191,0.198,0.048,0.358,0.042,0.021,0.0,0.022,0.021,0.004,0.039,0.179,-0.051,0.08,0.022,0.179,0.017,0.102,0.02,0.189,0.072,,,,,0.132,0.014,0.179,0.092,1.304,0.038,1.436,1.202,-0.164,0.037,-0.023,-0.283,-0.033,0.043,0.157,-0.15,1.398,0.108,1.79,1.046,1.073,0.091,1.354,0.729,2.465,0.256,3.439,1.89,1.959,0.217,2.787,1.471,0.794,0.017,0.862,0.727,0.744,0.038,0.907,0.626,0.094,0.024,0.179,0.019,0.165,0.026,0.259,0.092,0.0
AGC_090,04/07/2025,Sentinel-2,0.382,0.101,0.663,0.139,0.272,0.089,0.574,0.096,0.336,0.039,0.44,-0.004,0.329,0.044,0.425,-0.013,0.358,0.051,0.508,-0.075,0.169,0.058,0.337,-0.269,0.026,0.002,0.031,0.022,0.245,0.163,0.883,-0.035,0.297,0.088,0.563,0.117,0.213,0.066,0.426,0.081,,,,,0.202,0.038,0.316,0.13,1.514,0.125,1.922,1.298,0.032,0.096,0.361,-0.172,0.229,0.12,0.608,-0.021,0.954,0.173,1.415,0.469,0.642,0.155,1.043,0.244,1.994,0.18,2.477,0.974,2.135,0.228,3.064,0.861,1.076,0.126,1.588,0.843,1.084,0.191,1.965,0.783,0.059,0.023,0.117,-0.1,0.146,0.021,0.201,-0.031,0.0
AGC_090,12/03/2023,Sentinel-2,0.122,0.01,0.157,0.089,0.094,0.009,0.128,0.073,0.402,0.023,0.469,0.299,0.395,0.024,0.461,0.274,0.303,0.025,0.372,0.176,0.222,0.033,0.319,0.088,0.02,0.0,0.02,0.02,-0.04,0.014,0.017,-0.07,0.05,0.008,0.079,0.02,0.078,0.008,0.109,0.061,,,,,0.087,0.014,0.129,0.053,1.191,0.033,1.296,1.111,-0.189,0.022,-0.08,-0.258,-0.103,0.029,0.009,-0.184,1.467,0.065,1.695,1.174,1.233,0.073,1.45,0.981,2.311,0.13,2.709,1.755,1.874,0.102,2.186,1.427,0.811,0.014,0.85,0.754,0.727,0.021,0.836,0.668,0.112,0.018,0.166,0.042,0.161,0.015,0.206,0.088,0.0
AGC_090,18/10/2023,Sentinel-2,0.201,0.038,0.409,0.148,0.135,0.027,0.315,0.1,0.466,0.019,0.526,0.351,0.449,0.024,0.536,0.359,0.341,0.036,0.498,0.252,0.211,0.042,0.371,0.104,0.022,0.0,0.023,0.021,0.042,0.046,0.361,-0.018,0.104,0.03,0.276,0.047,0.121,0.022,0.265,0.09,,,,,0.14,0.016,0.198,0.099,1.327,0.045,1.493,1.219,-0.15,0.036,0.031,-0.252,-0.01,0.047,0.227,-0.14,1.357,0.097,1.672,0.94,1.025,0.093,1.326,0.63,2.634,0.167,3.308,2.123,2.045,0.183,2.982,1.673,0.776,0.035,0.976,0.709,0.751,0.04,1.008,0.663,0.097,0.021,0.18,0.045,0.171,0.02,0.247,0.125,0.0
AGC_090,25/05/2024,Sentinel-2,0.163,0.015,0.217,0.113,0.129,0.012,0.173,0.1,0.459,0.017,0.505,0.362,0.453,0.021,0.506,0.333,0.365,0.024,0.435,0.244,0.296,0.028,0.384,0.163,0.021,0.0,0.021,0.02,0.014,0.019,0.08,-0.032,0.068,0.012,0.117,0.026,0.107,0.01,0.141,0.082,,,,,0.077,0.01,0.105,0.053,1.168,0.023,1.235,1.112,-0.215,0.022,-0.114,-0.283,-0.14,0.025,-0.031,-0.22,1.549,0.07,1.79,1.257,1.327,0.066,1.563,1.063,2.659,0.137,3.051,1.998,2.153,0.119,2.541,1.645,0.81,0.014,0.892,0.774,0.698,0.022,0.806,0.635,0.15,0.016,0.204,0.078,0.194,0.015,0.24,0.123,0.0
